ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,TotalSpend,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
1994,1983,-0.0342147215116156,1.0325587676097676,-0.9298943792539407,15-11-2013,-1.3161138201364808,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-1.1846865447743538,-0.9745619489899708,False,True,False,False,False,False,True,False,False,False,False
387,1976,-1.7872051992569362,-0.8252176496158384,-0.9298943792539407,13-11-2012,0.3415744354843757,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,-0.6004473555288163,-0.9048078139890606,True,False,False,False,False,False,True,False,False,False,False
2125,1959,0.431242670588691,-0.8252176496158384,-0.9298943792539407,15-11-2013,1.1358833913027029,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,0.818419246924632,0.8240982463906436,False,True,False,False,False,True,False,False,False,False,False
8180,1952,0.28427294604360853,1.0325587676097676,0.9069340242106335,15-11-2013,0.13436340353176865,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,1.4026584361701695,-0.4912654421979498,False,False,True,False,False,True,False,False,False,False,False
2569,1987,-1.39479323834192,-0.8252176496158384,-0.9298943792539407,10-10-2012,-0.38366417634974903,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,-1.518537510057518,-0.9297200050608143,False,True,False,False,False,False,True,False,False,False,False
2114,1946,1.220900334378483,-0.8252176496158384,-0.9298943792539407,24-11-2012,-0.9016917562312667,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,1.9034348840949158,1.1778513596095455,False,False,False,True,False,False,False,True,False,False,False
9736,1980,-0.4149817586144841,1.0325587676097676,0.9069340242106335,24-12-2012,0.06529305954756628,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,-0.9342983208119806,-0.8466793681549687,False,True,False,False,False,False,True,False,False,False,False
4939,1946,-0.578370226510485,-0.8252176496158384,-0.9298943792539407,31-08-2012,-1.0052972722075701,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,1.9034348840949158,-0.47963975303113143,False,True,False,False,False,False,False,False,True,False,False
6565,1949,0.9890005651520074,-0.8252176496158384,0.9069340242106335,28-03-2013,1.4466999392316133,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,1.6530466601325426,1.9534509083101428,False,False,True,False,False,False,True,False,False,False,False
2278,1985,-0.7360860385528838,1.0325587676097676,-0.9298943792539407,03-11-2012,1.2740240792711075,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,-1.351612027415936,-0.785229296844643,False,False,False,False,False,False,False,True,False,False,False
9360,1982,-0.6071329885850866,-0.8252176496158384,-0.9298943792539407,08-08-2012,-0.2800586603734455,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,-1.1012238034535626,-0.48130056576924835,False,True,False,False,False,False,True,False,False,False,False
5376,1979,-1.9890638614277167,1.0325587676097676,-0.9298943792539407,06-01-2013,-0.24552348838134433,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,-0.8508355794911895,1.8670886459280636,False,True,False,False,False,False,True,False,False,False,False
1993,1949,0.2544315803912094,-0.8252176496158384,0.9069340242106335,23-12-2012,0.47971512345278045,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,1.6530466601325426,0.6081925904354452,False,False,False,True,False,False,True,False,False,False,False
4047,1954,0.522764181578847,-0.8252176496158384,0.9069340242106335,11-01-2014,-1.696000712049594,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,1.2357329535285873,-0.1026352614785927,False,False,False,True,False,False,True,False,False,False,False
1409,1951,-0.4613617124597792,-0.8252176496158384,0.9069340242106335,18-03-2013,0.6869261554053875,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1.4861211774909606,-0.2687165352902838,False,True,False,False,False,False,False,False,True,False,False
7892,1969,-1.344218715027412,-0.8252176496158384,-0.9298943792539407,02-01-2013,1.3776295952474111,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,-0.016208166283278792,-0.8815564356554239,False,True,False,False,False,False,False,True,False,False,False
2404,1976,0.044783003491890926,1.0325587676097676,0.9069340242106335,27-05-2013,-1.557860024081189,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,-0.6004473555288163,-0.5792885173181461,False,True,False,False,False,False,True,False,False,False,False
5255,1986,-0.0342147215116156,1.0325587676097676,-0.9298943792539407,20-02-2013,-1.0398324441996714,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,-1.4350747687367271,0.05182032316628,False,True,False,False,False,False,False,True,False,False,False
9422,1989,-0.5544012581149836,1.0325587676097676,-0.9298943792539407,31-05-2013,-0.7980862402549632,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,-1.6854629926991003,-0.7885509223208769,False,True,False,False,False,False,True,False,False,False,False
1966,1965,1.293526308616852,-0.8252176496158384,-0.9298943792539407,22-11-2013,1.6193757991921194,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,0.3176427989998855,1.7707615071172826,False,False,False,True,False,False,True,False,False,False,False
6864,1989,-1.6482251308436877,-0.8252176496158384,-0.9298943792539407,22-05-2014,-0.5218048643181538,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,-1.6854629926991003,-0.9562930088706849,False,False,True,False,False,True,False,False,False,False,False
3033,1963,-0.5440147051435997,-0.8252176496158384,-0.9298943792539407,11-05-2013,0.2379689195080722,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,0.48456828164146765,-0.4779789402930145,False,False,True,False,False,False,False,False,True,False,False
5710,1970,-0.466994420032722,-0.8252176496158384,0.9069340242106335,10-10-2012,-0.6254103802944573,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,-0.09967090760406987,-0.8068198624401629,False,True,False,False,False,False,False,False,True,False,False
7373,1952,-0.22482794267684006,-0.8252176496158384,2.7437624276752075,29-10-2012,-1.4197193361127844,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,1.4026584361701695,-0.5045519441028851,False,False,False,True,False,True,False,False,False,False,False
8755,1946,0.655911801015857,-0.8252176496158384,-0.9298943792539407,20-02-2013,-1.557860024081189,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,1.9034348840949158,0.9802146437736331,False,False,True,False,False,False,True,False,False,False,False
10738,1951,-0.11381167072500967,1.0325587676097676,0.9069340242106335,29-08-2013,0.20343374751597101,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1.4861211774909606,-0.898164563036593,False,False,True,False,False,False,False,True,False,False,False
4339,1970,0.6038192430363007,-0.8252176496158384,0.9069340242106335,31-12-2013,-0.4181993483418502,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,-0.09967090760406987,0.5102046388865474,False,False,False,True,False,False,True,False,False,False,False
10755,1976,-1.1393239835265347,1.0325587676097676,-0.9298943792539407,02-09-2013,0.9286723593500957,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,-0.6004473555288163,-0.8715915592267224,False,False,False,False,False,False,True,False,False,False,False
8595,1973,-0.39185170411282527,-0.8252176496158384,0.9069340242106335,11-02-2014,1.7229813151684228,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,-0.3500591315664431,-0.8948429375603592,False,True,False,False,False,False,False,False,False,True,False
2968,1943,-0.13142886249570315,-0.8252176496158384,-0.9298943792539407,01-02-2013,0.13436340353176865,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,2.153823108057289,0.49193569876726134,False,False,False,True,False,True,False,False,False,False,False
8601,1980,1.1094845796200608,-0.8252176496158384,0.9069340242106335,29-04-2013,-1.5923951960732903,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,-0.9342983208119806,1.3107163786588985,False,True,False,False,False,False,True,False,False,False,False
503,1985,-1.2655206021288494,1.0325587676097676,-0.9298943792539407,12-03-2013,1.34309442325531,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,-1.351612027415936,-0.9180943158939959,False,False,True,False,False,False,True,False,False,False,False
8430,1957,-1.208194819382942,-0.8252176496158384,0.9069340242106335,24-12-2012,-1.557860024081189,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0.9853447295662141,-0.9695795107756201,False,True,False,False,False,False,False,False,True,False,False
7281,1959,-0.0342147215116156,-0.8252176496158384,-0.9298943792539407,05-11-2013,1.0668130473185005,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,0.818419246924632,-0.6972062217244468,False,False,False,True,False,False,False,True,False,False,False
2139,1975,-1.7872051992569362,1.0325587676097676,-0.9298943792539407,02-10-2013,-1.0398324441996714,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,-0.5169846142080252,-0.954632196132568,False,False,True,False,False,False,True,False,False,False,False
1371,1976,1.1066881999739189,-0.8252176496158384,-0.9298943792539407,28-06-2014,0.790531671381691,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,-0.6004473555288163,0.6281223432928481,False,True,False,False,False,False,False,True,False,False,False
9909,1996,-1.7872051992569362,-0.8252176496158384,-0.9298943792539407,09-11-2012,-0.8671565842391655,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,-2.2697021819446377,-0.8034982369639291,False,False,False,False,False,False,True,False,False,False,False
7286,1968,-0.4198554488549027,1.0325587676097676,-0.9298943792539407,24-05-2013,1.4812351112237145,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,0.06725457503751228,-0.9147726904177621,False,True,False,False,False,False,False,False,True,False,False
7244,1951,-0.0342147215116156,2.890335184835374,0.9069340242106335,01-01-2014,1.6193757991921194,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,1.4861211774909606,-0.8001766114876953,False,True,False,False,False,False,False,True,False,False,False
6566,1954,0.8114304576220015,1.0325587676097676,0.9069340242106335,08-11-2012,-0.3491290043576479,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,1.2357329535285873,1.184494610562013,False,False,False,True,False,False,True,False,False,False,False
8614,1957,0.5292358030456323,-0.8252176496158384,0.9069340242106335,12-05-2014,-0.6944807242786596,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,0.9853447295662141,-0.1640853327889184,False,True,False,False,False,False,False,False,False,True,False
4114,1964,1.0748094720079022,-0.8252176496158384,-0.9298943792539407,11-08-2012,-1.6269303680653915,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,0.4011055403206766,1.805638574617738,False,False,True,False,False,False,True,False,False,False,False
1331,1977,-0.6570683394090477,1.0325587676097676,-0.9298943792539407,02-01-2013,0.16889857552386983,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.6839100968496074,-0.8865388738697746,False,True,False,False,False,False,False,True,False,False,False
2225,1977,1.212191609194784,-0.8252176496158384,-0.9298943792539407,07-06-2014,0.16889857552386983,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,-0.6839100968496074,1.6794168065208526,False,True,False,False,False,True,False,False,False,False,False
9381,1978,0.5646699279903151,1.0325587676097676,0.9069340242106335,12-06-2013,0.27250409150017335,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,-0.7673728381703985,0.00033512828465576616,False,True,False,False,False,False,True,False,False,False,False
6260,1955,1.2042818496242687,-0.8252176496158384,-0.9298943792539407,19-11-2012,0.20343374751597101,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,1.1522702122077961,2.2440931374806024,False,False,True,False,False,False,False,False,True,False,False
10383,1966,0.7210274984903022,-0.8252176496158384,-0.9298943792539407,02-04-2013,-0.6599455522865585,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,0.23418005767909442,0.8091509317475913,False,True,False,False,False,True,False,False,False,False,False
7437,1988,-0.970742239144842,1.0325587676097676,-0.9298943792539407,28-04-2014,-0.6254103802944573,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,-1.6020002513783091,-0.9579538216088017,False,True,False,False,False,False,False,True,False,False,False
8557,1982,-0.0342147215116156,1.0325587676097676,-0.9298943792539407,17-06-2013,0.27250409150017335,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,-1.1012238034535626,-0.9297200050608143,False,True,False,False,False,False,False,True,False,False,False
8375,1968,0.14844879180243425,-0.8252176496158384,0.9069340242106335,03-03-2014,0.47971512345278045,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,0.06725457503751228,-0.1458163926696324,False,False,False,True,False,False,True,False,False,False,False
6853,1982,0.9403435593091396,-0.8252176496158384,-0.9298943792539407,04-07-2013,-1.2815786481443796,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,-1.1012238034535626,1.3821313263979256,False,False,True,False,False,False,False,True,False,False,False
3076,1975,0.5758554465748824,1.0325587676097676,0.9069340242106335,07-09-2012,-1.0743676161917726,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,-0.5169846142080252,0.01030000471335723,False,True,False,False,False,False,False,False,True,False,False
1012,1952,0.3829052509910966,-0.8252176496158384,0.9069340242106335,18-02-2013,-0.7980862402549632,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,1.4026584361701695,0.462041069481157,False,True,False,False,False,False,False,True,False,False,False
6518,1951,0.616882330811849,-0.8252176496158384,0.9069340242106335,11-06-2013,-1.4197193361127844,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,1.4861211774909606,0.00033512828465576616,False,False,False,True,False,False,False,False,False,True,False
4137,1948,0.7361678968601273,-0.8252176496158384,-0.9298943792539407,06-12-2013,-0.6944807242786596,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,1.7365094014533338,0.7809171151996038,False,True,False,False,False,False,False,False,True,False,False
8082,1971,-1.0593075773662195,1.0325587676097676,-0.9298943792539407,21-05-2013,0.8941371873579945,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,1,-0.18313364892486095,-0.9496497579182173,False,True,False,False,False,False,True,False,False,False,False
1386,1967,-0.7895368380748519,1.0325587676097676,0.9069340242106335,11-05-2014,-1.696000712049594,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0.15071731635830335,-0.9878484508949061,False,True,False,False,False,False,False,False,True,False,False
9369,1979,1.43638136025404,-0.8252176496158384,0.9069340242106335,19-03-2014,-1.0398324441996714,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,3,11,1,-0.8508355794911895,1.1097580373467522,False,False,False,False,False,False,False,True,False,False,False
4477,1958,0.6734490962252321,-0.8252176496158384,0.9069340242106335,27-09-2013,-1.557860024081189,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,3,11,0,0.901881988245423,0.07839332697615058,False,True,False,False,False,False,False,False,True,False,False
1357,1970,0.9034712962607268,1.0325587676097676,2.7437624276752075,08-04-2013,1.4121647672395123,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,0,-0.09967090760406987,1.5880721059244225,False,True,False,False,False,False,False,False,True,False,False
1402,1954,0.5893579654376816,-0.8252176496158384,-0.9298943792539407,11-09-2012,-1.6614655400574927,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,3,11,0,1.2357329535285873,1.074880969846297,False,False,True,False,False,False,True,False,False,False,False
10629,1973,-0.0342147215116156,1.0325587676097676,-0.9298943792539407,14-09-2012,-0.8326214122470643,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,-0.3500591315664431,-0.8250888025594489,False,False,False,False,False,False,True,False,False,False,False
6312,1959,0.5110593353457105,-0.8252176496158384,0.9069340242106335,17-03-2013,-0.6944807242786596,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,3,11,0,0.818419246924632,0.42716400198070187,False,True,False,False,False,False,True,False,False,False,False
8132,1975,0.33528690044536724,1.0325587676097676,0.9069340242106335,05-04-2013,1.34309442325531,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,-0.5169846142080252,0.09167982888108586,False,False,False,True,False,False,True,False,False,False,False
1050,1952,-0.9550026165651294,-0.8252176496158384,-0.9298943792539407,30-04-2014,0.30703926349227456,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,1.4026584361701695,-0.898164563036593,False,True,False,False,False,False,True,False,False,False,False
5846,1977,-0.47905880079179103,1.0325587676097676,-0.9298943792539407,19-12-2012,0.6523909834132863,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,-0.6839100968496074,-0.9845268254186723,False,True,False,False,False,True,False,False,False,False,False
1859,1972,0.9193307636824167,-0.8252176496158384,-0.9298943792539407,27-08-2012,-0.5218048643181538,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,1,-0.266596390245652,2.1328186840267693,False,False,True,False,False,False,True,False,False,False,False
7503,1976,0.9422610767807797,-0.8252176496158384,-0.9298943792539407,12-10-2012,-0.31459383236554667,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,1,-0.6004473555288163,2.662617947486064,False,True,False,False,False,False,False,True,False,False,False
10401,1976,-1.0351388675674222,-0.8252176496158384,-0.9298943792539407,04-09-2013,-1.2815786481443796,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,-0.6004473555288163,-0.9762227617280878,False,False,False,False,False,False,False,False,True,False,False
1618,1965,0.1521240336230778,-0.8252176496158384,-0.9298943792539407,02-01-2013,-1.3851841641206832,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,1,0.3176427989998855,0.1431650237627101,False,True,False,False,False,False,False,False,True,False,False
3332,1985,-0.8979564717838363,1.0325587676097676,-0.9298943792539407,29-08-2012,1.3085592512632087,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,-1.351612027415936,-0.7320832892249018,False,True,False,False,False,False,False,True,False,False,False
2261,1969,-1.036017729741924,1.0325587676097676,-0.9298943792539407,23-06-2013,-1.5233248520890879,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-0.016208166283278792,-0.9795443872043216,False,True,False,False,False,False,True,False,False,False,False
5346,1973,-1.1456757601513428,1.0325587676097676,-0.9298943792539407,03-07-2013,1.3085592512632087,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,-0.3500591315664431,-0.8749131847029562,False,False,False,False,False,False,True,False,False,False,False
4119,1963,-0.5440147051435997,-0.8252176496158384,-0.9298943792539407,11-05-2013,0.2379689195080722,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,0.48456828164146765,-0.4779789402930145,False,False,True,False,False,False,False,False,True,False,False
535,1987,1.1634147585099388,-0.8252176496158384,-0.9298943792539407,25-02-2014,-1.0743676161917726,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,-1.518537510057518,0.2859949192407644,False,True,False,False,False,True,False,False,False,False,False
5268,1960,-0.9107399215947704,1.0325587676097676,0.9069340242106335,11-08-2013,1.5848406272000182,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,0.7349565056038408,-0.9131118776796452,False,True,False,False,False,False,True,False,False,False,False
273,1970,-0.6431663377396569,1.0325587676097676,0.9069340242106335,16-07-2013,-0.03831245642873724,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,0,-0.09967090760406987,-0.7553346675585386,False,False,True,False,False,False,True,False,False,False,False
4452,1957,-0.07390333834649991,-0.8252176496158384,0.9069340242106335,28-05-2014,-1.5923951960732903,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,3,11,1,0.9853447295662141,-0.38829505243470136,False,True,False,False,False,False,False,True,False,False,False
8504,1973,1.0927861983045282,-0.8252176496158384,-0.9298943792539407,12-05-2014,0.7214613273974887,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,-0.3500591315664431,1.2625528092535079,False,True,False,False,False,False,True,False,False,False,False
771,1967,0.07750064535175026,-0.8252176496158384,0.9069340242106335,21-01-2014,1.0322778753263993,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,0.15071731635830335,-0.6839197198195115,False,True,False,False,False,False,False,False,True,False,False
8996,1957,-0.0342147215116156,2.890335184835374,0.9069340242106335,19-11-2012,-1.557860024081189,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,3,11,0,0.9853447295662141,-0.0046473099296949665,False,False,False,True,False,False,True,False,False,False,False
9235,1957,-0.0342147215116156,1.0325587676097676,0.9069340242106335,27-05-2014,-0.14191797240504078,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0.9853447295662141,-0.9762227617280878,False,True,False,False,False,False,False,True,False,False,False
5798,1973,-0.0342147215116156,-0.8252176496158384,-0.9298943792539407,23-11-2013,1.3085592512632087,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,-0.3500591315664431,0.6297831560309649,False,False,True,False,False,False,False,False,True,False,False
11178,1972,-0.3932498939358962,1.0325587676097676,-0.9298943792539407,23-03-2014,0.6869261554053875,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-0.266596390245652,-0.9529713833944511,False,False,True,False,False,False,False,True,False,False,False
2230,1970,-1.1429992253471783,1.0325587676097676,-0.9298943792539407,24-05-2014,1.204953735286905,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,-0.09967090760406987,-0.934702443275165,False,False,False,True,False,False,True,False,False,False,False
7516,1983,-0.8845338494823555,1.0325587676097676,-0.9298943792539407,22-05-2014,-0.6599455522865585,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,-1.1846865447743538,-0.9313808177989312,False,True,False,False,False,False,True,False,False,False,False
7247,1960,-0.17265548813596546,-0.8252176496158384,0.9069340242106335,22-11-2012,0.790531671381691,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,0.7349565056038408,0.00033512828465576616,False,True,False,False,False,False,False,False,False,True,False
11100,1972,-0.016977038407184217,1.0325587676097676,0.9069340242106335,11-04-2013,-0.4181993483418502,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.266596390245652,-0.9014861885128268,False,True,False,False,False,True,False,False,False,False,False
4646,1951,1.049002882702079,-0.8252176496158384,-0.9298943792539407,01-12-2013,-0.17645314439714196,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,1.4861211774909606,0.6181574668641466,False,False,False,False,False,False,True,False,False,False,False
3037,1983,-0.08341102914338212,-0.8252176496158384,-0.9298943792539407,20-06-2013,-0.5908752083023561,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,-1.1846865447743538,-0.32518416838625874,False,False,False,True,False,False,True,False,False,False,False
1473,1960,-0.17637067823726818,-0.8252176496158384,0.9069340242106335,23-07-2013,-1.696000712049594,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0.7349565056038408,-0.8865388738697746,False,False,False,False,False,False,False,True,False,False,False
